year,species,species_latin,how_many_counted,total_hours
2012,"Black-crowned Tityra",Tityra inquisitor,NA,69.5
2013,"Black-crowned Tityra",Tityra inquisitor,7,45
2014,"Black-crowned Tityra",Tityra inquisitor,NA,66.5
2015,"Black-crowned Tityra",Tityra inquisitor,2,80.5
2016,"Black-crowned Tityra",Tityra inquisitor,2,61.35
2017,"Black-crowned Tityra",Tityra inquisitor,NA,87
2018,"Black-crowned Tityra",Tityra inquisitor,7,89.5
2019,"Black-crowned Tityra",Tityra inquisitor,4,62
2010,"Masked Tityra",Tityra semifasciata,NA,53
2011,"Masked Tityra",Tityra semifasciata,1,52
2012,"Masked Tityra",Tityra semifasciata,NA,69.5
2013,"Masked Tityra",Tityra semifasciata,1,45
2014,"Masked Tityra",Tityra semifasciata,6,66.5
2015,"Masked Tityra",Tityra semifasciata,6,80.5
2016,"Masked Tityra",Tityra semifasciata,2,61.35
2017,"Masked Tityra",Tityra semifasciata,5,87
2018,"Masked Tityra",Tityra semifasciata,4,89.5
2019,"Masked Tityra",Tityra semifasciata,9,62
2010,"Northern Schiffornis",Schiffornis veraepacis,NA,53
2011,"Northern Schiffornis",Schiffornis veraepacis,NA,52
2012,"Northern Schiffornis",Schiffornis veraepacis,NA,69.5
2013,"Northern Schiffornis",Schiffornis veraepacis,NA,45
2014,"Northern Schiffornis",Schiffornis veraepacis,NA,66.5
2015,"Northern Schiffornis",Schiffornis veraepacis,NA,80.5
2016,"Northern Schiffornis",Schiffornis veraepacis,NA,61.35
2017,"Northern Schiffornis",Schiffornis veraepacis,NA,87
2018,"Northern Schiffornis",Schiffornis veraepacis,1,89.5
2019,"Northern Schiffornis",Schiffornis veraepacis,3,62
2010,"Brown-winged Schiffornis",Schiffornis turdina,NA,53
2011,"Brown-winged Schiffornis",Schiffornis turdina,NA,52
2012,"Brown-winged Schiffornis",Schiffornis turdina,NA,69.5
2013,"Brown-winged Schiffornis",Schiffornis turdina,NA,45
2014,"Brown-winged Schiffornis",Schiffornis turdina,2,66.5
2015,"Brown-winged Schiffornis",Schiffornis turdina,NA,80.5
2016,"Brown-winged Schiffornis",Schiffornis turdina,NA,61.35
2017,"Brown-winged Schiffornis",Schiffornis turdina,NA,87
2018,"Brown-winged Schiffornis",Schiffornis turdina,NA,89.5
2019,"Brown-winged Schiffornis",Schiffornis turdina,NA,62
2010,"Cinnamon Becard",Pachyramphus cinnamomeus,NA,53
2011,"Cinnamon Becard",Pachyramphus cinnamomeus,NA,52
2012,"Cinnamon Becard",Pachyramphus cinnamomeus,NA,69.5
2013,"Cinnamon Becard",Pachyramphus cinnamomeus,NA,45
2014,"Cinnamon Becard",Pachyramphus cinnamomeus,1,66.5
2015,"Cinnamon Becard",Pachyramphus cinnamomeus,NA,80.5
2016,"Cinnamon Becard",Pachyramphus cinnamomeus,NA,61.35
2017,"Cinnamon Becard",Pachyramphus cinnamomeus,1,87
2018,"Cinnamon Becard",Pachyramphus cinnamomeus,NA,89.5
2019,"Cinnamon Becard",Pachyramphus cinnamomeus,NA,62
2010,"White-winged Becard",Pachyramphus polychopterus,NA,53
2011,"White-winged Becard",Pachyramphus polychopterus,1,52
2012,"White-winged Becard",Pachyramphus polychopterus,1,69.5
2013,"White-winged Becard",Pachyramphus polychopterus,NA,45
2014,"White-winged Becard",Pachyramphus polychopterus,NA,66.5
2015,"White-winged Becard",Pachyramphus polychopterus,NA,80.5
2016,"White-winged Becard",Pachyramphus polychopterus,NA,61.35
2017,"White-winged Becard",Pachyramphus polychopterus,2,87
2018,"White-winged Becard",Pachyramphus polychopterus,NA,89.5
2019,"White-winged Becard",Pachyramphus polychopterus,1,62
2010,"Yellow-throated Vireo",Vireo flavifrons,7,53
2011,"Yellow-throated Vireo",Vireo flavifrons,2,52
2012,"Yellow-throated Vireo",Vireo flavifrons,7,69.5
2013,"Yellow-throated Vireo",Vireo flavifrons,2,45
2014,"Yellow-throated Vireo",Vireo flavifrons,2,66.5
2015,"Yellow-throated Vireo",Vireo flavifrons,2,80.5
2016,"Yellow-throated Vireo",Vireo flavifrons,2,61.35
2017,"Yellow-throated Vireo",Vireo flavifrons,1,87
2018,"Yellow-throated Vireo",Vireo flavifrons,2,89.5
2019,"Yellow-throated Vireo",Vireo flavifrons,NA,62
2010,"Blue-headed Vireo",Vireo solitarius,NA,53
2011,"Blue-headed Vireo",Vireo solitarius,1,52
2012,"Blue-headed Vireo",Vireo solitarius,NA,69.5
2013,"Blue-headed Vireo",Vireo solitarius,NA,45
2014,"Blue-headed Vireo",Vireo solitarius,NA,66.5
2015,"Blue-headed Vireo",Vireo solitarius,NA,80.5
2016,"Blue-headed Vireo",Vireo solitarius,NA,61.35
2017,"Blue-headed Vireo",Vireo solitarius,2,87
2018,"Blue-headed Vireo",Vireo solitarius,NA,89.5
2019,"Blue-headed Vireo",Vireo solitarius,NA,62
2010,"Philadelphia Vireo",Vireo philadelphicus,2,53
2011,"Philadelphia Vireo",Vireo philadelphicus,NA,52
2012,"Philadelphia Vireo",Vireo philadelphicus,NA,69.5
2013,"Philadelphia Vireo",Vireo philadelphicus,1,45
2014,"Philadelphia Vireo",Vireo philadelphicus,2,66.5
2015,"Philadelphia Vireo",Vireo philadelphicus,1,80.5
2016,"Philadelphia Vireo",Vireo philadelphicus,3,61.35
2017,"Philadelphia Vireo",Vireo philadelphicus,2,87
2018,"Philadelphia Vireo",Vireo philadelphicus,3,89.5
2019,"Philadelphia Vireo",Vireo philadelphicus,2,62
2010,"Red-eyed Vireo",Vireo olivaceus,6,53
2011,"Red-eyed Vireo",Vireo olivaceus,NA,52
2012,"Red-eyed Vireo",Vireo olivaceus,NA,69.5
2013,"Red-eyed Vireo",Vireo olivaceus,NA,45
2014,"Red-eyed Vireo",Vireo olivaceus,NA,66.5
2015,"Red-eyed Vireo",Vireo olivaceus,NA,80.5
2016,"Red-eyed Vireo",Vireo olivaceus,NA,61.35
2017,"Red-eyed Vireo",Vireo olivaceus,NA,87
2018,"Red-eyed Vireo",Vireo olivaceus,NA,89.5
2019,"Red-eyed Vireo",Vireo olivaceus,NA,62
2010,"Yellow-green Vireo",Vireo flavoviridis,NA,53
2011,"Yellow-green Vireo",Vireo flavoviridis,NA,52
2012,"Yellow-green Vireo",Vireo flavoviridis,NA,69.5
2013,"Yellow-green Vireo",Vireo flavoviridis,NA,45
2014,"Yellow-green Vireo",Vireo flavoviridis,NA,66.5
2015,"Yellow-green Vireo",Vireo flavoviridis,NA,80.5
2016,"Yellow-green Vireo",Vireo flavoviridis,NA,61.35
2017,"Yellow-green Vireo",Vireo flavoviridis,2,87
2018,"Yellow-green Vireo",Vireo flavoviridis,NA,89.5
2019,"Yellow-green Vireo",Vireo flavoviridis,NA,62
2010,"Tawny-crowned Greenlet",Tunchiornis ochraceiceps,NA,53
2011,"Tawny-crowned Greenlet",Tunchiornis ochraceiceps,NA,52
2012,"Tawny-crowned Greenlet",Tunchiornis ochraceiceps,NA,69.5
2013,"Tawny-crowned Greenlet",Tunchiornis ochraceiceps,NA,45
2014,"Tawny-crowned Greenlet",Tunchiornis ochraceiceps,NA,66.5
2015,"Tawny-crowned Greenlet",Tunchiornis ochraceiceps,NA,80.5
2016,"Tawny-crowned Greenlet",Tunchiornis ochraceiceps,2,61.35
2017,"Tawny-crowned Greenlet",Tunchiornis ochraceiceps,7,87
2018,"Tawny-crowned Greenlet",Tunchiornis ochraceiceps,NA,89.5
2019,"Tawny-crowned Greenlet",Tunchiornis ochraceiceps,NA,62
2010,"Lesser Greenlet",Pachysylvia decurtata,NA,53
2011,"Lesser Greenlet",Pachysylvia decurtata,10,52
2012,"Lesser Greenlet",Pachysylvia decurtata,16,69.5
2013,"Lesser Greenlet",Pachysylvia decurtata,3,45
2014,"Lesser Greenlet",Pachysylvia decurtata,11,66.5
2015,"Lesser Greenlet",Pachysylvia decurtata,3,80.5
2016,"Lesser Greenlet",Pachysylvia decurtata,7,61.35
2017,"Lesser Greenlet",Pachysylvia decurtata,39,87
2018,"Lesser Greenlet",Pachysylvia decurtata,13,89.5
2019,"Lesser Greenlet",Pachysylvia decurtata,22,62
2010,"Green Shrike-Vireo",Vireolanius pulchellus,1,53
2011,"Green Shrike-Vireo",Vireolanius pulchellus,NA,52
2012,"Green Shrike-Vireo",Vireolanius pulchellus,NA,69.5
2013,"Green Shrike-Vireo",Vireolanius pulchellus,NA,45
2014,"Green Shrike-Vireo",Vireolanius pulchellus,NA,66.5
2015,"Green Shrike-Vireo",Vireolanius pulchellus,NA,80.5
2016,"Green Shrike-Vireo",Vireolanius pulchellus,NA,61.35
2017,"Green Shrike-Vireo",Vireolanius pulchellus,NA,87
2018,"Green Shrike-Vireo",Vireolanius pulchellus,NA,89.5
2019,"Green Shrike-Vireo",Vireolanius pulchellus,NA,62
2010,"Rufous-browed Peppershrike",Cyclarhis gujanensis,NA,53
2011,"Rufous-browed Peppershrike",Cyclarhis gujanensis,NA,52
2012,"Rufous-browed Peppershrike",Cyclarhis gujanensis,NA,69.5
2013,"Rufous-browed Peppershrike",Cyclarhis gujanensis,NA,45
2014,"Rufous-browed Peppershrike",Cyclarhis gujanensis,NA,66.5
2015,"Rufous-browed Peppershrike",Cyclarhis gujanensis,NA,80.5
2016,"Rufous-browed Peppershrike",Cyclarhis gujanensis,NA,61.35
2017,"Rufous-browed Peppershrike",Cyclarhis gujanensis,2,87
2018,"Rufous-browed Peppershrike",Cyclarhis gujanensis,NA,89.5
2019,"Rufous-browed Peppershrike",Cyclarhis gujanensis,NA,62
2010,"Azure-hooded Jay",Cyanolyca cucullata,1,53
2011,"Azure-hooded Jay",Cyanolyca cucullata,NA,52
2012,"Azure-hooded Jay",Cyanolyca cucullata,NA,69.5
2013,"Azure-hooded Jay",Cyanolyca cucullata,NA,45
2014,"Azure-hooded Jay",Cyanolyca cucullata,NA,66.5
2015,"Azure-hooded Jay",Cyanolyca cucullata,NA,80.5
2016,"Azure-hooded Jay",Cyanolyca cucullata,NA,61.35
2017,"Azure-hooded Jay",Cyanolyca cucullata,NA,87
2018,"Azure-hooded Jay",Cyanolyca cucullata,NA,89.5
2019,"Azure-hooded Jay",Cyanolyca cucullata,NA,62
2010,"White-throated Magpie-Jay",Calocitta formosa,14,53
2011,"White-throated Magpie-Jay",Calocitta formosa,19,52
2012,"White-throated Magpie-Jay",Calocitta formosa,13,69.5
2013,"White-throated Magpie-Jay",Calocitta formosa,6,45
2014,"White-throated Magpie-Jay",Calocitta formosa,11,66.5
2015,"White-throated Magpie-Jay",Calocitta formosa,20,80.5
2016,"White-throated Magpie-Jay",Calocitta formosa,8,61.35
2017,"White-throated Magpie-Jay",Calocitta formosa,31,87
2018,"White-throated Magpie-Jay",Calocitta formosa,16,89.5
2019,"White-throated Magpie-Jay",Calocitta formosa,10,62
2010,"Brown Jay",Psilorhinus morio,1,53
2011,"Brown Jay",Psilorhinus morio,1,52
2012,"Brown Jay",Psilorhinus morio,1,69.5
2013,"Brown Jay",Psilorhinus morio,5,45
2014,"Brown Jay",Psilorhinus morio,9,66.5
2015,"Brown Jay",Psilorhinus morio,3,80.5
2016,"Brown Jay",Psilorhinus morio,1,61.35
2017,"Brown Jay",Psilorhinus morio,2,87
2018,"Brown Jay",Psilorhinus morio,20,89.5
2019,"Brown Jay",Psilorhinus morio,4,62
2010,"Blue-and-white Swallow",Pygochelidon cyanoleuca,NA,53
2011,"Blue-and-white Swallow",Pygochelidon cyanoleuca,NA,52
2012,"Blue-and-white Swallow",Pygochelidon cyanoleuca,NA,69.5
2013,"Blue-and-white Swallow",Pygochelidon cyanoleuca,NA,45
2014,"Blue-and-white Swallow",Pygochelidon cyanoleuca,4,66.5
2015,"Blue-and-white Swallow",Pygochelidon cyanoleuca,12,80.5
2016,"Blue-and-white Swallow",Pygochelidon cyanoleuca,8,61.35
2017,"Blue-and-white Swallow",Pygochelidon cyanoleuca,NA,87
2018,"Blue-and-white Swallow",Pygochelidon cyanoleuca,NA,89.5
2019,"Blue-and-white Swallow",Pygochelidon cyanoleuca,NA,62
2010,"Northern Rough-winged Swallow",Stelgidopteryx serripennis,2,53
2011,"Northern Rough-winged Swallow",Stelgidopteryx serripennis,1,52
2012,"Northern Rough-winged Swallow",Stelgidopteryx serripennis,NA,69.5
2013,"Northern Rough-winged Swallow",Stelgidopteryx serripennis,2,45
2014,"Northern Rough-winged Swallow",Stelgidopteryx serripennis,16,66.5
2015,"Northern Rough-winged Swallow",Stelgidopteryx serripennis,6,80.5
2016,"Northern Rough-winged Swallow",Stelgidopteryx serripennis,NA,61.35
2017,"Northern Rough-winged Swallow",Stelgidopteryx serripennis,2,87
2018,"Northern Rough-winged Swallow",Stelgidopteryx serripennis,9,89.5
2019,"Northern Rough-winged Swallow",Stelgidopteryx serripennis,6,62
2010,"Southern Rough-winged Swallow",Stelgidopteryx ruficollis,NA,53
2011,"Southern Rough-winged Swallow",Stelgidopteryx ruficollis,NA,52
2012,"Southern Rough-winged Swallow",Stelgidopteryx ruficollis,NA,69.5
2013,"Southern Rough-winged Swallow",Stelgidopteryx ruficollis,2,45
2014,"Southern Rough-winged Swallow",Stelgidopteryx ruficollis,12,66.5
2015,"Southern Rough-winged Swallow",Stelgidopteryx ruficollis,NA,80.5
2016,"Southern Rough-winged Swallow",Stelgidopteryx ruficollis,53,61.35
2017,"Southern Rough-winged Swallow",Stelgidopteryx ruficollis,2,87
2018,"Southern Rough-winged Swallow",Stelgidopteryx ruficollis,NA,89.5
2019,"Southern Rough-winged Swallow",Stelgidopteryx ruficollis,8,62
2010,"Gray-breasted Martin",Progne chalybea,NA,53
2011,"Gray-breasted Martin",Progne chalybea,NA,52
2012,"Gray-breasted Martin",Progne chalybea,NA,69.5
2013,"Gray-breasted Martin",Progne chalybea,1,45
2014,"Gray-breasted Martin",Progne chalybea,3,66.5
2015,"Gray-breasted Martin",Progne chalybea,3,80.5
2016,"Gray-breasted Martin",Progne chalybea,5,61.35
2017,"Gray-breasted Martin",Progne chalybea,NA,87
2018,"Gray-breasted Martin",Progne chalybea,NA,89.5
2019,"Gray-breasted Martin",Progne chalybea,2,62
2010,"Mangrove Swallow",Tachycineta albilinea,5,53
2011,"Mangrove Swallow",Tachycineta albilinea,5,52
2012,"Mangrove Swallow",Tachycineta albilinea,8,69.5
2013,"Mangrove Swallow",Tachycineta albilinea,11,45
2014,"Mangrove Swallow",Tachycineta albilinea,NA,66.5
2015,"Mangrove Swallow",Tachycineta albilinea,1,80.5
2016,"Mangrove Swallow",Tachycineta albilinea,1,61.35
2017,"Mangrove Swallow",Tachycineta albilinea,2,87
2018,"Mangrove Swallow",Tachycineta albilinea,4,89.5
2019,"Mangrove Swallow",Tachycineta albilinea,2,62
2010,"Bank Swallow",Riparia riparia,NA,53
2011,"Bank Swallow",Riparia riparia,NA,52
2012,"Bank Swallow",Riparia riparia,NA,69.5
2013,"Bank Swallow",Riparia riparia,NA,45
2014,"Bank Swallow",Riparia riparia,3,66.5
2015,"Bank Swallow",Riparia riparia,NA,80.5
2016,"Bank Swallow",Riparia riparia,NA,61.35
2017,"Bank Swallow",Riparia riparia,7,87
2018,"Bank Swallow",Riparia riparia,NA,89.5
2019,"Bank Swallow",Riparia riparia,2,62
2010,"Barn Swallow",Hirundo rustica,2,53
2011,"Barn Swallow",Hirundo rustica,NA,52
2012,"Barn Swallow",Hirundo rustica,NA,69.5
2013,"Barn Swallow",Hirundo rustica,NA,45
2014,"Barn Swallow",Hirundo rustica,NA,66.5
2015,"Barn Swallow",Hirundo rustica,25,80.5
2016,"Barn Swallow",Hirundo rustica,NA,61.35
2017,"Barn Swallow",Hirundo rustica,NA,87
2018,"Barn Swallow",Hirundo rustica,NA,89.5
2019,"Barn Swallow",Hirundo rustica,4,62
2010,"Nightingale Wren",Microcerculus philomela,NA,53
2011,"Nightingale Wren",Microcerculus philomela,NA,52
2012,"Nightingale Wren",Microcerculus philomela,5,69.5
2013,"Nightingale Wren",Microcerculus philomela,4,45
2014,"Nightingale Wren",Microcerculus philomela,1,66.5
2015,"Nightingale Wren",Microcerculus philomela,1,80.5
2016,"Nightingale Wren",Microcerculus philomela,4,61.35
2017,"Nightingale Wren",Microcerculus philomela,1,87
2018,"Nightingale Wren",Microcerculus philomela,1,89.5
2019,"Nightingale Wren",Microcerculus philomela,7,62
2010,"House Wren",Troglodytes aedon,11,53
2011,"House Wren",Troglodytes aedon,6,52
2012,"House Wren",Troglodytes aedon,3,69.5
2013,"House Wren",Troglodytes aedon,2,45
2014,"House Wren",Troglodytes aedon,9,66.5
2015,"House Wren",Troglodytes aedon,18,80.5
2016,"House Wren",Troglodytes aedon,7,61.35
2017,"House Wren",Troglodytes aedon,19,87
2018,"House Wren",Troglodytes aedon,9,89.5
2019,"House Wren",Troglodytes aedon,17,62
2010,"Band-backed Wren",Campylorhynchus zonatus,NA,53
2011,"Band-backed Wren",Campylorhynchus zonatus,NA,52
2012,"Band-backed Wren",Campylorhynchus zonatus,NA,69.5
2013,"Band-backed Wren",Campylorhynchus zonatus,NA,45
2014,"Band-backed Wren",Campylorhynchus zonatus,NA,66.5
2015,"Band-backed Wren",Campylorhynchus zonatus,1,80.5
2016,"Band-backed Wren",Campylorhynchus zonatus,NA,61.35
2017,"Band-backed Wren",Campylorhynchus zonatus,1,87
2018,"Band-backed Wren",Campylorhynchus zonatus,NA,89.5
2019,"Band-backed Wren",Campylorhynchus zonatus,NA,62
2010,"Rufous-naped Wren",Campylorhynchus rufinucha,2,53
2011,"Rufous-naped Wren",Campylorhynchus rufinucha,NA,52
2012,"Rufous-naped Wren",Campylorhynchus rufinucha,NA,69.5
2013,"Rufous-naped Wren",Campylorhynchus rufinucha,NA,45
2014,"Rufous-naped Wren",Campylorhynchus rufinucha,NA,66.5
2015,"Rufous-naped Wren",Campylorhynchus rufinucha,2,80.5
2016,"Rufous-naped Wren",Campylorhynchus rufinucha,NA,61.35
2017,"Rufous-naped Wren",Campylorhynchus rufinucha,NA,87
2018,"Rufous-naped Wren",Campylorhynchus rufinucha,NA,89.5
2019,"Rufous-naped Wren",Campylorhynchus rufinucha,NA,62
2010,"Spot-breasted Wren",Pheugopedius maculipectus,NA,53
2011,"Spot-breasted Wren",Pheugopedius maculipectus,NA,52
2012,"Spot-breasted Wren",Pheugopedius maculipectus,NA,69.5
2013,"Spot-breasted Wren",Pheugopedius maculipectus,NA,45
2014,"Spot-breasted Wren",Pheugopedius maculipectus,3,66.5
2015,"Spot-breasted Wren",Pheugopedius maculipectus,NA,80.5
2016,"Spot-breasted Wren",Pheugopedius maculipectus,NA,61.35
2017,"Spot-breasted Wren",Pheugopedius maculipectus,NA,87
2018,"Spot-breasted Wren",Pheugopedius maculipectus,NA,89.5
2019,"Spot-breasted Wren",Pheugopedius maculipectus,1,62
2010,"Black-throated Wren",Pheugopedius atrogularis,NA,53
2011,"Black-throated Wren",Pheugopedius atrogularis,NA,52
2012,"Black-throated Wren",Pheugopedius atrogularis,NA,69.5
2013,"Black-throated Wren",Pheugopedius atrogularis,1,45
2014,"Black-throated Wren",Pheugopedius atrogularis,2,66.5
2015,"Black-throated Wren",Pheugopedius atrogularis,1,80.5
2016,"Black-throated Wren",Pheugopedius atrogularis,3,61.35
2017,"Black-throated Wren",Pheugopedius atrogularis,2,87
2018,"Black-throated Wren",Pheugopedius atrogularis,NA,89.5
2019,"Black-throated Wren",Pheugopedius atrogularis,NA,62
2010,"Banded Wren",Thryophilus pleurostictus,NA,53
2011,"Banded Wren",Thryophilus pleurostictus,NA,52
2012,"Banded Wren",Thryophilus pleurostictus,2,69.5
2013,"Banded Wren",Thryophilus pleurostictus,NA,45
2014,"Banded Wren",Thryophilus pleurostictus,1,66.5
2015,"Banded Wren",Thryophilus pleurostictus,NA,80.5
2016,"Banded Wren",Thryophilus pleurostictus,NA,61.35
2017,"Banded Wren",Thryophilus pleurostictus,2,87
2018,"Banded Wren",Thryophilus pleurostictus,1,89.5
2019,"Banded Wren",Thryophilus pleurostictus,NA,62
2010,"Stripe-breasted Wren",Cantorchilus thoracicus,2,53
2011,"Stripe-breasted Wren",Cantorchilus thoracicus,NA,52
2012,"Stripe-breasted Wren",Cantorchilus thoracicus,NA,69.5
2013,"Stripe-breasted Wren",Cantorchilus thoracicus,NA,45
2014,"Stripe-breasted Wren",Cantorchilus thoracicus,4,66.5
2015,"Stripe-breasted Wren",Cantorchilus thoracicus,2,80.5
2016,"Stripe-breasted Wren",Cantorchilus thoracicus,NA,61.35
2017,"Stripe-breasted Wren",Cantorchilus thoracicus,NA,87
2018,"Stripe-breasted Wren",Cantorchilus thoracicus,3,89.5
2019,"Stripe-breasted Wren",Cantorchilus thoracicus,4,62
2010,"Plain Wren",Cantorchilus modestus,9,53
2011,"Plain Wren",Cantorchilus modestus,4,52
2012,"Plain Wren",Cantorchilus modestus,3,69.5
2013,"Plain Wren",Cantorchilus modestus,NA,45
2014,"Plain Wren",Cantorchilus modestus,NA,66.5
2015,"Plain Wren",Cantorchilus modestus,3,80.5
2016,"Plain Wren",Cantorchilus modestus,2,61.35
2017,"Plain Wren",Cantorchilus modestus,NA,87
2018,"Plain Wren",Cantorchilus modestus,6,89.5
2019,"Plain Wren",Cantorchilus modestus,3,62
2010,"Bay Wren",Cantorchilus nigricapillus,10,53
2011,"Bay Wren",Cantorchilus nigricapillus,31,52
2012,"Bay Wren",Cantorchilus nigricapillus,12,69.5
2013,"Bay Wren",Cantorchilus nigricapillus,5,45
2014,"Bay Wren",Cantorchilus nigricapillus,22,66.5
2015,"Bay Wren",Cantorchilus nigricapillus,14,80.5
2016,"Bay Wren",Cantorchilus nigricapillus,19,61.35
2017,"Bay Wren",Cantorchilus nigricapillus,14,87
2018,"Bay Wren",Cantorchilus nigricapillus,13,89.5
2019,"Bay Wren",Cantorchilus nigricapillus,15,62
2010,"White-breasted Wood-Wren",Henicorhina leucosticta,4,53
2011,"White-breasted Wood-Wren",Henicorhina leucosticta,7,52
2012,"White-breasted Wood-Wren",Henicorhina leucosticta,15,69.5
2013,"White-breasted Wood-Wren",Henicorhina leucosticta,6,45
2014,"White-breasted Wood-Wren",Henicorhina leucosticta,6,66.5
2015,"White-breasted Wood-Wren",Henicorhina leucosticta,2,80.5
2016,"White-breasted Wood-Wren",Henicorhina leucosticta,6,61.35
2017,"White-breasted Wood-Wren",Henicorhina leucosticta,15,87
2018,"White-breasted Wood-Wren",Henicorhina leucosticta,19,89.5
2019,"White-breasted Wood-Wren",Henicorhina leucosticta,18,62
2010,"Gray-breasted Wood-Wren",Henicorhina leucophrys,2,53
2011,"Gray-breasted Wood-Wren",Henicorhina leucophrys,4,52
2012,"Gray-breasted Wood-Wren",Henicorhina leucophrys,4,69.5
2013,"Gray-breasted Wood-Wren",Henicorhina leucophrys,8,45
2014,"Gray-breasted Wood-Wren",Henicorhina leucophrys,NA,66.5
2015,"Gray-breasted Wood-Wren",Henicorhina leucophrys,1,80.5
2016,"Gray-breasted Wood-Wren",Henicorhina leucophrys,3,61.35
2017,"Gray-breasted Wood-Wren",Henicorhina leucophrys,5,87
2018,"Gray-breasted Wood-Wren",Henicorhina leucophrys,4,89.5
2019,"Gray-breasted Wood-Wren",Henicorhina leucophrys,4,62
2010,"Song Wren",Cyphorhinus phaeocephalus,NA,53
2011,"Song Wren",Cyphorhinus phaeocephalus,3,52
2012,"Song Wren",Cyphorhinus phaeocephalus,NA,69.5
2013,"Song Wren",Cyphorhinus phaeocephalus,NA,45
